"Colaborador","Roles","Sexo.x","PaisOrigen.x","Nacimiento.x","Muerte.x","NombreR","Titulo","Fecha.ISO","Tipo","CantidadPaginas","Traduccion","Traductor"
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-27","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín. Plazuela de Jose Felix de Restrepo","1921-09-03","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-03","Publicidad",2.1,"No",NA
"Restrepo Laverde, Julio","Creador","M","Colombia","1871","1927","Sábado Revista Semanal","Iglesia de Sn. Francisco","1921-09-03","Prosa No Ficción",2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","Iglesia de San Francisco","1921-09-03","Imagen",0.2,"No",NA
"Albalat, Antoine","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Las condiciones de la crítica literaria","1921-09-03","Prosa No Ficción",1,"Sí","Anónimo"
"Vélez, Gabriel","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Retorno","1921-09-03","Poesía",0.2,"No",NA
"Parra Toro, Libardo","Creador","M","Colombia","1898","1954","Sábado Revista Semanal","Momentos","1921-09-03","Poesía",0.2,"No",NA
"Hafis","Creador","M","Irán","1325","1389","Sábado Revista Semanal","Odas","1921-09-03","Poesía",1,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Hafiz","1921-09-03","Prosa No Ficción",0.2,"No",NA
"Robledo, Emilio","Creador","M","Colombia","1875","1961","Sábado Revista Semanal","Centenario de la Universidad","1921-09-03","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Dr. Emilio Robledo. Rector de la Universidad de Antioquia","1921-09-03","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín.-Nuevo Edificio de la Universidad de Antioquia, obra de los arquitectos Horacio M. Rodríguez e Hijos","1921-09-03","Imagen",0.2,"No",NA
"Jiménez de Pertuz, Julia","Creador","M","Colombia","1882","1959","Sábado Revista Semanal","Los cuentos de ""Sábado"". La abuela recuerda...","1921-09-03","Prosa Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Lydia Bolena","1921-09-03","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","¡Avancemos!","1921-09-03","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-09-03","Prosa No Ficción",0.5,"No",NA
"López F., Germán","Creador","M","Colombia","1870","1945","Sábado Revista Semanal","""Ahora, o nunca!""","1921-09-03","Poesía",0.2,"No",NA
"Cano, Antonio José","Creador","M","Colombia","1874","1942","Sábado Revista Semanal","Dmitri Ivanovitch","1921-09-03","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Dmitri Ivanovitch","1921-09-03","Imagen",0.2,"No",NA
"Carducci, Giosuè","Creador","M","Italia","1835","1907","Sábado Revista Semanal","Canción de la mañana","1921-09-03","Poesía",0.2,"Sí","Anónimo"
"Moreno Villa, José","Creador","M","España","1887","1955","Sábado Revista Semanal","Del bestiario","1921-09-03","Poesía",0.5,"No",NA
"Betancourt, José Luis","Creador","M","Colombia","1886","1974","Sábado Revista Semanal","Poema de primavera","1921-09-03","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Libros recibidos","1921-09-03","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín pintoresco","1921-09-03","Publicidad",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","En vacaciones","1921-09-03","Imagen",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Enlace","1921-09-03","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Daniel Moreno Ramirez","1921-09-03","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Gráfico mundial. El ""Aviatte""","1921-09-03","Imagen",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-09-03","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","En el circo España","1921-09-03","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-03","Publicidad",4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Alto de ""Las palmas"". Estación inalambrica de Medellín","1921-09-10","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-10","Publicidad",3,"No",NA
"Ramírez Monsalve, Joaquín Guillermo","Creador","M","Colombia","1889","1945","Sábado Revista Semanal","De Historia. Curiosas opiniones sobre América y sus aborigenes","1921-09-10","Prosa No Ficción",1.2,"No",NA
"Herzig, George","Creador","M","Suiza","1887","1956","Sábado Revista Semanal","Cultura física de la mujer","1921-09-10","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Canchas del ""Colombia Tennis Club"" y del ""Club de Tennis de Medellín"". Grupo de jugadores y algunas instantáneas en la arena.","1921-09-10","Imagen",0.5,"No",NA
"Maseras, Alfonso","Creador","M","España","1884","1939","Sábado Revista Semanal","Parabola de los enamorados","1921-09-10","Prosa Ficción",2.2,"Sí","Anónimo"
"Escovar Gaviria, Gonzalo","Creador","M","Colombia","1872","1914","Sábado Revista Semanal","Medellín pintoresca-Hermosa Quinta, propiedad del señor Fernando Escobar, en ""El poblado""","1921-09-10","Imagen",0.2,"No",NA
"Tagore, Rabindranath","Creador","M","India","1861","1941","Sábado Revista Semanal","El origen","1921-09-10","Poesía",0.2,"Sí","Anónimo"
"Vidal, Gonzalo","Creador","M","Colombia","","","Sábado Revista Semanal","El quijote podría decir:","1921-09-10","Poesía",0.2,"No",NA
"Restrepo Jaramillo, José Luis","Creador","M","Colombia","1893","1926","Sábado Revista Semanal","Los cuentos de ""Sábado"". ¡Ah, hombres!","1921-09-10","Prosa Ficción",1.7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","Dos cascadas interesantes","1921-09-10","Imagen",0.2,"No",NA
"Flórez Fernandez, Paz","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Hora divina","1921-09-10","Poesía",0.2,"No",NA
"Camín, Alfonso","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Amigo Frau...","1921-09-10","Poesía",0.5,"No",NA
"Nieto Caballero, Agustín","Creador","M","Colombia","1889","1975","Sábado Revista Semanal","Los hidroaviones. De una entrevista","1921-09-10","Prosa No Ficción",1.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Hidroavión ""Cauca"", a orillas del Río Magdalena.","1921-09-10","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Río Magdalena. Hidroavión Colombia frente a Puerto Berrio.","1921-09-10","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-09-10","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Marconi","1921-09-10","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Notas sociales: Matrimonios","1921-09-10","Imagen",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Del teatro. Señora Stefi Csillag","1921-09-10","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Eduardo Campuzano Gaviria","1921-09-10","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-09-10","Prosa No Ficción",0.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","El Kodak, naturalista, sorprendió al pobre sediento y le dejó sin clasificación zoológica","1921-09-10","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-10","Publicidad",4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín. Capilla de Nuestra Señora de Loreto. Paraje de ""El cuchillon""","1921-09-17","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-17","Publicidad",1,"No",NA
"Vélez Isaza, Bernardo","Director","M","Colombia","1885","1961","Sábado Revista Semanal","Notas literarias","1921-09-17","Prosa No Ficción",1,"No",NA
"Frau Marsal, Lorenzo","Creador","M","España","1885","1943","Sábado Revista Semanal","New York. ¡Oh, incansable multitud!...","1921-09-17","Prosa No Ficción",0.7,"No",NA
"Castro, Alfonso","Creador","M","Colombia","1878","1943","Sábado Revista Semanal","El poema de los ojos","1921-09-17","Poesía",0.2,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","Ferrocarril de Antioquia","1921-09-17","Imagen",1,"No",NA
"Martínez Ruiz, José","Creador","M","España","1873","1967","Sábado Revista Semanal","La noche serena","1921-09-17","Prosa Ficción",1.2,"No",NA
"Bagaría Bou, Luis","Creador","M","España","1882","1942","Sábado Revista Semanal","Caricatura de Azorin","1921-09-17","Imagen",0.2,"No",NA
"Restrepo Laverde, Julio","Creador","M","Colombia","1871","1927","Sábado Revista Semanal","Historias y leyendas de Medellín. El sombreron","1921-09-17","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín Pintoresco. ""Chipre"" Casa-Quinta en ""El Poblado"" Propiedad de don Ricardo Olano","1921-09-17","Imagen",0.2,"No",NA
"Isaza de Jaramillo Meza, Blanca","Creador","F","Colombia","1898","1967","Sábado Revista Semanal","Los cuentos de ""Sábado"". De la montaña","1921-09-17","Prosa Ficción",1.2,"No",NA
"Tisnés Jiménez, Roberto María","Creador","m","Colombia","1926","","Sábado Revista Semanal","Lo que creemos conocer","1921-09-17","Prosa No Ficción",0.2,"No",NA
"Agudelo, Gilberto","Creador","M","Colombia","1889","1955","Sábado Revista Semanal","Ensoñación","1921-09-17","Poesía",0.2,"No",NA
"Agudelo, Gilberto","Creador","M","Colombia","1889","1955","Sábado Revista Semanal","Acuarela","1921-09-17","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Gilberto Agudelo","1921-09-17","Imagen",0.2,"No",NA
"Mejía Ángel, Carlos","Creador","M","Colombia","1892","1979","Sábado Revista Semanal","Vestamor","1921-09-17","Poesía",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Ciro Mendía","1921-09-17","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Señorita Clara Santamaria Restrepo de Medellín","1921-09-17","Imagen",0.2,"No",NA
"Sepúlveda, Antonio M.","Creador","M","Colombia","","","Sábado Revista Semanal","Un madrigal","1921-09-17","Poesía",0.2,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Sábado Revista Semanal","Imagenes ciertas","1921-09-17","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-09-17","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Indice de Sábado","1921-09-17","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Libros recibidos","1921-09-17","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Dos aspectos de la Peregrinación que llevó a efecto la Congregación Mariana de Medellín, ante el Santuario de Nuestra Señora de Chiquinquirá en la población de La Estrella.","1921-09-17","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","William Duncan","1921-09-17","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-09-17","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Maria y Alberto Munera Cambas","1921-09-17","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-17","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Antioquia. Un hermoso paisaje de la Quebrada ""La García"", en Bello","1921-09-24","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-24","Publicidad",1,"No",NA
"Robledo, Emilio","Creador","M","Colombia","1875","1961","Sábado Revista Semanal","Una carta","1921-09-24","Prosa No Ficción",0.7,"No",NA
"Osorio, Luis F.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Sports","1921-09-24","Prosa No Ficción",0.5,"No",NA
"Carretero Novillo, José María","Creador","M","España","1888","1951","Sábado Revista Semanal","Con Sara Bernhardt","1921-09-24","Prosa No Ficción",2.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Sara Bernhardt con sus biznietos.","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","En vacaciones. Una cocina al aire libre. Preparando la ""comidita"" tradicional.","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Caridad","1921-09-24","Prosa Ficción",1,"No",NA
"Toro S., Magola","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","A traves de la moda","1921-09-24","Prosa No Ficción",0.2,"No",NA
"Montoya A., Justo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los cuentos de ""Sábado"". Regresión","1921-09-24","Prosa Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Simpático grupo de concurrentes al Té obsequiado por la señorita Inés Bejarano, el día de sus quince años.","1921-09-24","Imagen",0.2,"No",NA
"Mejía Arango, José Félix","Creador","M","Colombia","1894","1978","Sábado Revista Semanal","Apuntes en torno a la psicología del movimiento","1921-09-24","Prosa No Ficción",1,"No",NA
"Rodríguez, Melitón","Creador","M","Colombia","1875","1942","Sábado Revista Semanal","Señorita Isabel Orozco Jaramillo. De Rionegro","1921-09-24","Imagen",0.2,"No",NA
"Rada, Alberto de la","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Luna. Noche","1921-09-24","Poesía",0.2,"No",NA
"Leopardi, Giacomo","Creador","M","Italia","1798","1837","Sábado Revista Semanal","Lirica antigua. A la luna","1921-09-24","Poesía",0.2,"Sí","Baráibar, Federico"
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","En el parque de Bolívar, a la hora de la Retreta dominical, se ven grupos como este","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Grafico Nacional. Jerico Departamento de Antioquia. Panorama de la ciudad. Esquina de la Plaza principal y Jardín público.","1921-09-24","Imagen",0.5,"No",NA
"García Herreros, Manuel","Creador","M","Colombia","1894","1950","Sábado Revista Semanal","De anfora sonambula. Mi pipa","1921-09-24","Prosa Ficción",0.2,"No",NA
"Restrepo Laverde, Julio","Creador","M","Colombia","1871","1927","Sábado Revista Semanal","Historias y leyendas de Medellín. Cuatrocientos patacones por dos puñetazos","1921-09-24","Prosa Ficción",0.5,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal",NA,"1921-09-24","Imagen",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-09-24","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","D. Ricardo Olano. Cónsul de Chile.","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","D. Horacio Franco. Presidente de la Asamblea de Estudiantes de Antioquia.","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Enlace Restrepo-Londoño","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-09-24","Prosa No Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Helvia Uribe Velez","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Malecones de defensa del Riachuelo ""Santa Elena"", importante obra de hormigón que actualmente construye el Municipio de Medellín, entre los Puentes ""de Arco"" y de las Pizas.","1921-09-24","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-09-24","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Señorita Olga Wills Martinez de Medellín.","1921-10-01","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-10-01","Publicidad",1,"No",NA
"Vélez Isaza, Bernardo","Director","M","Colombia","1885","1961","Sábado Revista Semanal","Palique literario","1921-10-01","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Una obra y un obrero","1921-10-01","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","D. Alejandro Echavarria iniciador de la obra del Hospital de San Vicente de Paúl","1921-10-01","Imagen",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","Hospital de San Vicente de Paúl. Pabellón de Cirugía","1921-10-01","Imagen",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","Hospital de San Vicente de Paúl. Un aspecto de la obra en construcción","1921-10-01","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Así es la vida","1921-10-01","Prosa Ficción",1.2,"No",NA
"Posada Arango, E.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Visitas de ""Sábado"". En la Colonia de Fontidueño","1921-10-01","Prosa No Ficción",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","D. Tomás Cadavid Restrepo. Director de la Casa de Menores y Escuela de Trabajo, en la Colonia de Fontidueño","1921-10-01","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Una fértil plantación de Tabaco y la construcción de un muro de piedra en las Escuelas de Fontidueño. - En el óvalo el Dr. Miguel Moreno Jaramillo a quien se debe la fundación de la Casa de Menores y Escuelas de Trabajo, importantísima obra moral y material de Antioquia.","1921-10-01","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Amplios talleres de carpintería en Fontidueño. - En el óvalo el Dr. Francisco de P. Pérez, actual Secretario de Gobierno, sostenedor entusiasta de la obra como lo fue el Dr. Jesús Ma. Marulanda, su antecesor.","1921-10-01","Imagen",0.2,"No",NA
"Vélez, Gabriel","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","El pescador","1921-10-01","Poesía",0.2,"No",NA
"Vélez, Gabriel","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La nave","1921-10-01","Poesía",0.2,"No",NA
"Osorio, Luis F.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Sport","1921-10-01","Prosa No Ficción",0.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","En vacaciones. El gracioso antojo de ser, por un momento, Maquinista de ""La Número 6"".","1921-10-01","Imagen",0.2,"No",NA
"Restrepo Laverde, Julio","Creador","M","Colombia","1871","1927","Sábado Revista Semanal","Historias y leyendas de Medellín. Muerte tragica del español Andreux","1921-10-01","Prosa No Ficción",0.5,"No",NA
"Tisnés Jiménez, Roberto María","Creador","m","Colombia","1926","","Sábado Revista Semanal","Principios de telegrafía sin hilos","1921-10-01","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Sutiles","1921-10-01","Poesía",0.2,"No",NA
"Restrepo Rivera, Jesús","Creador","M","Colombia","1884","1946","Sábado Revista Semanal","Las canciones ingenuas","1921-10-01","Poesía",0.5,"No",NA
"Rasch Isla, Miguel","Creador","M","Colombia","1887","1953","Sábado Revista Semanal","Dedicatoria","1921-10-01","Poesía",0.5,"No",NA
